"cell_type","ID","Description","n_methods","methods","databases","meta_pvalue","meta_fdr","consensus_score","mean_nes","nes_consistency","evidence_strength","association_p","expression_p","statistical_p","composite_p","association_nes","expression_nes","statistical_nes","composite_nes","meta_score","effect","confidence_tier","regulation_pattern"
"356_CA3_do","GO:0048018","receptor ligand activity",4,"association;expression;statistical;composite","GO Molecular Function",1.50219613548607e-12,1.8523110296626e-05,1,-1.30041535020854,0.978106711579914,2.0053128180476,0.00184863218740601,0.0229271985532113,0.0144161628588566,0.026555794800639,-1.34171998737118,-1.28709411829788,-1.29527309961526,-1.27757419554985,1.96140992614959,"parity","Method-Specific","Downregulation"
"356_CA3_do","GO:0004888","transmembrane signaling receptor activity",4,"association;expression;statistical;composite","GO Molecular Function",2.23142741047046e-12,2.70767758356967e-05,1,-1.22740066530349,0.980294718634145,1.94510934831261,0.00237591558485127,0.0216523805648547,0.0242783730271251,0.0204079889048606,-1.26343474346533,-1.21827259692996,-1.21631277337387,-1.21158254744478,1.90678042131675,"parity","Method-Specific","Downregulation"
"356_CA3_do","MOOTHA_TCA","MOOTHA_TCA",4,"association;expression;statistical;composite","MSigDB Curated",2.07996069507204e-16,2.58827313928737e-05,1,2.34909151500522,0.961111283331706,1.93059710586527,0.00367455738296254,0.0223738008582772,0.0237613945182958,0.0123649482538044,2.30218723837184,2.41747316036038,2.2436704181385,2.43303524315016,1.85551866201465,"parity","Method-Specific","Upregulation"
"356_CA3_do","GO:0005179","hormone activity",4,"association;expression;statistical;composite","GO Molecular Function",4.1008899981603e-11,0.000173674068261335,1,-1.493105437193,0.976363104635032,1.67379746408938,0.0105994018617761,0.036686689902608,0.0242783730271251,0.0254642275459567,-1.54329175862114,-1.4790397796136,-1.48860607620538,-1.46148413433188,1.63423408856855,"parity","Method-Specific","Downregulation"
"356_CA3_do","REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS","REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS",3,"association;expression;statistical","MSigDB Curated",1.25763699714305e-12,0.000242061982156382,0.649519052838329,-1.41318278200403,0.972380785821393,1.91239886849707,0.00262396685063501,0.0367354364410384,0.0258516581209515,NA,-1.45542117159941,-1.37844889702658,-1.40567827738611,NA,1.20783258477773,"parity","Method-Specific","Downregulation"
"356_CA3_do","GO:0002250","adaptive immune response",3,"association;expression;statistical","GO Biological Process",1.04352507602599e-13,0.00045391551653661,0.649519052838329,-1.33198999754505,0.989541442702032,1.77118653571532,0.0119624174188125,0.021093025719852,0.0206386582749958,NA,-1.34582361633499,-1.31796419651955,-1.3321821797806,NA,1.13838767385495,"parity","Method-Specific","Downregulation"
"356_CA3_do","R-MMU-500792","GPCR ligand binding",3,"association;expression;statistical","Reactome Pathways",8.99074667267224e-11,0.000699786447399037,0.649519052838329,-1.36000996913637,0.981155164815981,1.71974984643794,0.00616205175264671,0.0411598201759009,0.0342496874744742,NA,-1.38669997365416,-1.33559303195543,-1.35773690179952,NA,1.09596041653738,"parity","Method-Specific","Downregulation"
"356_CA3_do","R-MMU-373076","Class A/1 (Rhodopsin-like receptors)",3,"association;expression;statistical","Reactome Pathways",3.95635862906982e-11,0.000699786447399037,0.649519052838329,-1.40563309108691,0.975976540385323,1.71974984643794,0.00616205175264671,0.0411598201759009,0.0342496874744742,NA,-1.43890103797803,-1.37138594938239,-1.4066122859003,NA,1.09017583975316,"parity","Method-Specific","Downregulation"
"356_CA3_do","GO:0002443","leukocyte mediated immunity",3,"association;expression;statistical","GO Biological Process",7.05482875632862e-13,0.000814308220896755,0.649519052838329,-1.33084905876219,0.98790190081568,1.67685579331952,0.0121637540261318,0.021093025719852,0.0405360497213944,NA,-1.34885720281107,-1.31784318651268,-1.32584678696283,NA,1.07597314447821,"parity","Method-Specific","Downregulation"
"356_CA3_do","mmu04080","Neuroactive ligand-receptor interaction",3,"association;expression;statistical","KEGG Pathways",4.26269885207502e-10,0.00125237556514905,0.649519052838329,-1.32367051464309,0.983578188361071,1.60852636795103,0.0115358964153399,0.0365112662851501,0.0412883102882165,NA,-1.34565172453524,-1.3021860714105,-1.32317374798354,NA,1.02761153108642,"parity","Method-Specific","Downregulation"
"356_CA3_do","GO:0005686","U2 snRNP",2,"association;composite","GO Cellular Component",8.09449162154072e-07,0.00528596096127951,0.353553390593274,1.94307677176147,0.999555669224488,1.60632949557257,0.0232939808801082,NA,NA,0.0271213116422226,1.94368726601508,NA,NA,1.94246627750786,0.567670893796197,"parity","Method-Specific","Upregulation"
"356_CA3_do","GO:0030894","replisome",2,"association;composite","GO Cellular Component",1.90730384190336e-06,0.00745378765073613,0.353553390593274,1.89410004638453,0.972372449141872,1.52179182111213,0.0281702796982265,NA,NA,0.0331767399495279,1.93110250088059,NA,NA,1.85709759188847,0.523170078250348,"parity","Method-Specific","Upregulation"
"356_CA3_do","GO:0043601","nuclear replisome",2,"association;composite","GO Cellular Component",6.00961369020673e-06,0.0130291446185889,0.353553390593274,1.93304643287896,0.907888958840744,1.36884297447564,0.0453429739968568,NA,NA,0.0391856956781065,1.80714252671508,NA,NA,2.05895033904284,0.439381100555906,"parity","Method-Specific","Upregulation"
